,a
2935,"A. Paloschi (33, Siena, Serie C 22-23)"
2936,"Amr Gamal (31, Pharco, Egyptian Premier League 22-23)"
2937,"M. Koné (26, Nîmes, Ligue 2 22-23)"
2938,"F. Castelli (28, Central Córdoba SdE, Argentinian Primera División 2023)"
2939,"N. Sioud (24, Hammam-Sousse, Tunisian Ligue 1 22-23)"
2940,"N. Bonilla (32, Chiangrai United, Thai League 1 22-23)"
2941,"M. Zukanović (27, Metaloglobus, Romanian Liga II 22-23)"
2942,"Sergi Guardiola (32, Cádiz, La Liga 22-23)"
2943,"D. Čop (33, Šibenik, 1. HNL 22-23)"
2944,"R. Wankewai (26, Turan-T, Premyer Liqa 22-23)"
2945,"M. Turlybek (21, FK Aksu, Kazakh Premier League 2023)"
2946,"Rafa Mir (25, Sevilla, La Liga 22-23)"
2947,"S. Mauk (27, Fagiano Okayama, J2 2023)"
2948,"Karim Mostafa (32, Ghazl El Mehalla, Egyptian Premier League 22-23)"
2949,"S. Mounié (28, Brest, Ligue 1 22-23)"
2950,"A. Budimir (31, Osasuna, La Liga 22-23)"
2951,"S. Narayanan (21, Bengaluru, Indian Super League 22-23)"
2952,"J. Norwood (32, Barnsley, League One 22-23)"
2953,"M. Waghorn (33, Huddersfield Town, Championship 22-23)"
2954,"P. Cogliati (30, Sangiuliano City, Serie C 22-23)"
2955,"A. Lecky (32, Crusaders, Northern Ireland Premiership 22-23)"
2956,"E. Kachunga (31, Bolton Wanderers, League One 22-23)"
2957,"N. Zaniolo (23, Roma, Serie A 22-23)"
2958,"M. Tijani (22, Baník Ostrava, Czech Fortuna Liga 22-23)"
2959,"M. Marconi (33, Avellino, Serie C 22-23)"
2960,"Iker Bravo (18, Real Madrid Castilla, Primera División RFEF 22-23)"
2961,"R. Şahmuradov (24, Shamakhi FK, Premyer Liqa 22-23)"
2962,"L. Strizzolo (31, Modena, Serie B 22-23)"
2963,"A. Vujačić (33, Mornar, Montenegro First League 22-23)"
2964,"M. Mandron (28, Gillingham, League Two 22-23)"
2965,"M. Rondón (37, Sepsi, SuperLiga României 22-23)"
2966,"A. Pressley (21, Accrington Stanley, League One 22-23)"
2967,"R. Morales (24, Cerro Porteño, Paraguay Division Profesional 2023)"
2968,"J. Verhoek (34, Hansa Rostock, 2. Bundesliga 22-23)"
2969,"R. Leijten (19, Den Bosch, Eerste Divisie 22-23)"
2970,"A. Scriven (25, Hødd, OBOS Ligaen 2023)"
2971,"A. Schmid (24, Austria Lustenau, Austrian Bundesliga 22-23)"
2972,"Alberto Toril (25, Real Murcia, Primera División RFEF 22-23)"
2973,"J. MacLaren (29, Melbourne City, A-League Men 22-23)"
2974,"F. Danho (22, Stade Lausanne-Ouchy, Swiss Challenge League 22-23)"
2975,"A. Eldarushev (21, Akron Togliatti, Russian FNL 2 22-23)"
2976,"Raúl Alcaina (22, Alcoyano, Primera División RFEF 22-23)"
2977,"M. Berisha (25, Augsburg, Bundesliga 22-23)"
2978,"C. Irobiso (29, Petrolul 52, SuperLiga României 22-23)"
2979,"Turki Sufyani (31, Al Ain, Saudi First Division 22-23)"
2980,"Crislan (31, Nakhon Ratchasima, Thai League 1 22-23)"
2981,"D. Dorregaray (31, Nea Salamis, Cyprus 1. Division 22-23)"
2982,"L. Kurdics (20, Kazincbarcika, NB II 22-23)"
2983,"O. See (28, Edinburgh City, Scottish League One 22-23)"
2984,"F. Nouble (31, Colchester United, League Two 22-23)"
2985,"L. McCann (21, Dunfermline Athletic, Scottish League One 22-23)"
2986,"R. Lukacs (35, Békéscsaba, NB II 22-23)"
2987,"F. Demir (25, Boluspor, Turkish 1. Lig 22-23)"
2988,"H. Tabaković (28, Austria Wien, Austrian Bundesliga 22-23)"
2989,"U. Stevanović (24, Sloga Doboj, Bosnian Premier League 22-23)"
2990,"S. Rabbi (21, SPAL, Serie B 22-23)"
2991,"A. Akinyemi (24, Laçi, Albanian Premier League 22-23)"
2992,"M. Wegner (34, VfB Oldenburg, 3. Liga 22-23)"
2993,"L. Delap (20, Preston North End, Championship 22-23)"
2994,"J. Rhodes (33, Huddersfield Town, Championship 22-23)"
2995,"M. Koné (19, Kapfenberger SV, Austrian 2. Liga 22-23)"
2996,"C. Austin (33, Swindon Town, League Two 22-23)"
2997,"D. Porozo (25, Libertad, Ecuador Liga Pro 2023)"
2998,"J. Gordon (20, Carlisle United, League Two 22-23)"
2999,"T. Bunbury (33, Nashville SC, MLS 2023)"
3000,"J. Wróbel (29, Sandecja Nowy Sącz, Polish I Liga 22-23)"
3001,"L. Steffensen (26, Vendsyssel, Danish 1. Division 22-23)"
3002,"C. Stockton (29, Morecambe, League One 22-23)"
3003,"I. Bebou (29, Hoffenheim, Bundesliga 22-23)"
3004,"C. Novák (28, Nyíregyháza Spartacus, NB II 22-23)"
3005,"Alberto Ródenas (24, UD Sanse, Primera División RFEF 22-23)"
3006,"Reginaldo (32, Shkupi, North Macedonia First League 22-23)"
3007,"N. Belloni (22, Latina, Serie C 22-23)"
3008,"G. Oakley (27, Greenock Morton, Scottish Championship 22-23)"
3009,"A. Cook (32, Bradford City, League Two 22-23)"
3010,"S. Jallow (26, Viterbese, Serie C 22-23)"
3011,"R. Živković (26, Emmen, Eredivisie 22-23)"
3012,"J. Magennis (32, Wigan Athletic, Championship 22-23)"
3013,"V. Bugay (25, Lviv, Ukrainian Premier Liha 22-23)"
3014,"Aritz Pascual (23, CD Calahorra, Primera División RFEF 22-23)"
3015,"A. Caicedo (22, Árabe Unido, Panama LPF 2023)"
3016,"M. Frigan (20, Rijeka, 1. HNL 22-23)"
3017,"J. Gordon (28, Barrow, League Two 22-23)"
3018,"A. Akono (27, Najran, Saudi First Division 22-23)"
3019,"R. Ahmed (26, El Daklyeh, Egyptian Premier League 22-23)"
3020,"G. Harutyunyan (32, Van, Armenian Premier League 22-23)"
3021,"E. Touré (21, Almería, La Liga 22-23)"
3022,"A. Johansson (27, Mjällby, Allsvenskan 2023)"
3023,"K. Podliński (25, Górnik Łęczna, Polish I Liga 22-23)"
3024,"B. Díaz (30, Alashkert, Armenian Premier League 22-23)"
3025,"F. Christensen (22, Hillerød, Danish 1. Division 22-23)"
3026,"Z. Óvári (26, Győri ETO, NB II 22-23)"
3027,"E. Sokler (23, Radomlje, 1. SNL 22-23)"
3028,"M. Godden (31, Coventry City, Championship 22-23)"
3029,"A. Prendergast (19, Glenavon, Northern Ireland Premiership 22-23)"
3030,"C. Akono (23, Borussia Dortmund II, 3. Liga 22-23)"
3031,"K. Piątek (27, Salernitana, Serie A 22-23)"
3032,"L. Miracoli (31, Sangiuliano City, Serie C 22-23)"
3033,"J. White (31, Ross County, Scottish Premiership 22-23)"
3034,"T.  Mabasa (26, Sekhukhune United, South Africa PSL 22-23)"
3035,"R. Injgia (22, Samtredia, Erovnuli Liga 2023)"
3036,"G. Gori (24, Reggina, Serie B 22-23)"
3037,"K. Jackson (29, Ipswich Town, League One 22-23)"
3038,"B. Caicedo (22, Malacateco, Guatemala Liga Nacional 22-23)"
3039,"J. Brown (21, Peterhead, Scottish League One 22-23)"
3040,"S. Hendriks (28, Olympiakos, Cyprus 1. Division 22-23)"
3041,"Toni Gabarre (33, San Fernando, Primera División RFEF 22-23)"
3042,"S. Kutschke (34, Dynamo Dresden, 3. Liga 22-23)"
3043,"C. Daferner (25, Nürnberg, 2. Bundesliga 22-23)"
3044,"M. Freitag (21, Næstved, Danish 1. Division 22-23)"
3045,"A. Sieb (20, Greuther Fürth, 2. Bundesliga 22-23)"
3046,"M. Maksimov (27, Fakel, Russian Premier League 22-23)"
3047,"E. Doyle (35, St. Patrick's Ath., League of Ireland PL 2023)"
3048,"F. Schleusener (31, Karlsruher SC, 2. Bundesliga 22-23)"
3049,"H. Weydandt (27, Hannover 96, 2. Bundesliga 22-23)"
3050,"Pedro Martín (31, Odisha, Indian Super League 22-23)"
3051,"P. Černý (38, Pardubice, Czech Fortuna Liga 22-23)"
3052,"S. Krpić (32, Željezničar, Bosnian Premier League 22-23)"
3053,"L. Klisiewicz (21, Puszcza Niepołomice, Polish I Liga 22-23)"
3054,"D. Giampaolo (27, Recanatese, Serie C 22-23)"
3055,"P. Veelma (21, Tartu Tammeka, Estonian Meistriliiga 2023)"
3056,"J. Akinde (33, Colchester United, League Two 22-23)"
3057,"V. Rozic (19, Posušje, Bosnian Premier League 22-23)"
3058,"F. Hornby (23, Oostende, Belgian Pro League 22-23)"
3059,"L. Armstrong (26, Harrogate Town, League Two 22-23)"
3060,"M. Khatib (27, Hapoel Hadera, Ligat Ha'al 22-23)"
3061,"A. Adams (23, Lillestrøm, Eliteserien 2023)"
3062,"Diego García (23, Fuenlabrada, Primera División RFEF 22-23)"
3063,"Y. Meïté (27, Reading, Championship 22-23)"
3064,"D. Furukawa (23, Osaka, J3 2023)"
3065,"Nyasha Mushekwi (35, Zhejiang Professional, Chinese Super League 2023)"
3066,"O. Bilel (22, AS Soliman, Tunisian Ligue 1 22-23)"
3067,"M. Heider (37, Osnabrück, 3. Liga 22-23)"
3068,"T. Chorý (28, Viktoria Plzeň, Czech Fortuna Liga 22-23)"
3069,"C. Zúñiga (31, Pérez Zeledón, Costa Rica Primera División 22-23)"
3070,"C. De Sena (31, Gelbison, Serie C 22-23)"
3071,"M. Fabbro (27, Virtus Verona, Serie C 22-23)"
3072,"C. Fenninger (28, Bayreuth, 3. Liga 22-23)"
3073,"A. Rayan (21, Hapoel Acre, Liga Leumit 22-23)"
3074,"R. Taylor (35, Grimsby Town, League Two 22-23)"
3075,"E. Soleri (25, Palermo, Serie B 22-23)"
3076,"M. Noubissi (26, Valenciennes, Ligue 2 22-23)"
3077,"R. Arita (23, Iwaki, J2 2023)"
3078,"Eneko Jauregi (26, Amorebieta, Primera División RFEF 22-23)"
3079,"P. Hoban (31, Dundalk, League of Ireland PL 2023)"
3080,"Pablo Fernández (26, Gimnàstic Tarragona, Primera División RFEF 22-23)"
3081,"D. Telford (26, Crawley Town, League Two 22-23)"
3082,"A. Arrighini (32, Pro Vercelli, Serie C 22-23)"
3083,"L. Perez (33, Messina, Serie C 22-23)"
3084,"A. Yildirim (28, Jahn Regensburg, 2. Bundesliga 22-23)"
3085,"S. Istrati (34, Milsami, Moldovan Super Liga 22-23)"
3086,"P. Bacsa (30, Kazincbarcika, NB II 22-23)"
3087,"A. Bianchimano (26, Lucchese, Serie C 22-23)"
3088,"F. Lohkemper (28, Nürnberg, 2. Bundesliga 22-23)"
3089,"E. Torregrossa (30, Pisa, Serie B 22-23)"
3090,"S. Camara (25, Botoşani, SuperLiga României 22-23)"
3091,"J. Romo (29, AEL, Cyprus 1. Division 22-23)"
3092,"L. Gondou (21, Sarmiento, Argentinian Primera División 2023)"
3093,"C. Malele (29, Shanghai Shenhua, Chinese Super League 2023)"
3094,"A. Helmersen (25, Raufoss, OBOS Ligaen 2023)"
3095,"C. Paterson (28, Sheffield Wednesday, League One 22-23)"
3096,"Z. Szilvasi (20, Sant Julià, Andorra Primera Divisió 22-23)"
3097,"A. Jakobsen (24, Fredericia, Danish 1. Division 22-23)"
3098,"L. Kjerrumgaard (20, Nykøbing, Danish 1. Division 22-23)"
3099,"M. Rajović (23, Kalmar, Allsvenskan 2023)"
3100,"H. Wright (25, Antalyaspor, Süper Lig 22-23)"
3101,"C. Wood (31, Nottingham Forest, Premier League 22-23)"
3102,"M. Pryadun (26, Metalist Kharkiv, Ukrainian Premier Liha 22-23)"
3103,"I. Olaofe (23, Stockport County, League Two 22-23)"
3104,"F. Kozłowski (27, SKRA Częstochowa, Polish I Liga 22-23)"
3105,"E. Riis (24, Preston North End, Championship 22-23)"
3106,"S. Đurić (27, Sileks, North Macedonia First League 22-23)"
3107,"G. O'Donkor (18, Oxford United, League One 22-23)"
3108,"E. Yaghr (25, Churchill Brothers, I-League 22-23)"
3109,"A. Bosetti (30, Annecy, Ligue 2 22-23)"
3110,"Ahmed Hassan (30, Alanyaspor, Süper Lig 22-23)"
3111,"B. Bilalov (20, Volga Ulyanovsk, Russian FNL 2 22-23)"
3112,"D. Vašulín (24, Hradec Králové, Czech Fortuna Liga 22-23)"
3113,"N. Namolovan (21, Dacia-Buiucani, Moldovan Super Liga 22-23)"
3114,"K. Cannavò (23, Padova, Serie C 22-23)"
3115,"Álvaro Morata (30, Atlético Madrid, La Liga 22-23)"
3116,"M. Krienzer (23, Admira, Austrian 2. Liga 22-23)"
3117,"Khaled Kamar (35, El Geish, Egyptian Premier League 22-23)"
3118,"A. Vučenović (25, Enosis, Cyprus 1. Division 22-23)"
3119,"Mostafa Mohamed (25, Nantes, Ligue 1 22-23)"
3120,"R. Baracskai (31, Csákvári TK, NB II 22-23)"
3121,"J. Sangowski (21, SKRA Częstochowa, Polish I Liga 22-23)"
3122,"J. Hettwer (19, MSV Duisburg, 3. Liga 22-23)"
3123,"B. Guzdek (20, Odra Opole, Polish I Liga 22-23)"
3124,"S. Di Carmine (34, Perugia, Serie B 22-23)"
3125,"Rufo (36, Pontevedra, Primera División RFEF 22-23)"
3126,"Y. Tekin (20, Altay, Turkish 1. Lig 22-23)"
3127,"A. Gawne (21, Carrick Rangers, Northern Ireland Premiership 22-23)"
3128,"Rubio (27, Alcoyano, Primera División RFEF 22-23)"
3129,"Samuel Obeng (26, Huesca, La Liga 2 22-23)"
3130,"M. Semprini (25, Taranto, Serie C 22-23)"
3131,"S. Szalay (21, Zalaegerszegi TE, NB I 22-23)"
3132,"G. La Monica (21, Giugliano, Serie C 22-23)"
3133,"E. Prekop (25, Bohemians 1905, Czech Fortuna Liga 22-23)"
3134,"M. Boselli (38, Estudiantes, Argentinian Primera División 2023)"
3135,"I. Kiese Thelin (30, Malmö FF, Allsvenskan 2023)"
3136,"S. Novothny (28, Vasas, NB I 22-23)"
3137,"E. Demirović (25, Augsburg, Bundesliga 22-23)"
3138,"F. Falcone (32, Valletta, Malta Premier League 22-23)"
3139,"H. Handžić (32, Leotar, Bosnian Premier League 22-23)"
3140,"R. Cane (19, Pérez Zeledón, Costa Rica Primera División 22-23)"
3141,"T. Bradshaw (30, Millwall, Championship 22-23)"
3142,"C. Evans (34, Preston North End, Championship 22-23)"
3143,"Rodrigo Muniz (22, Middlesbrough, Championship 22-23)"
3144,"A. Coffey (29, Oulu, Veikkausliiga 2023)"
3145,"Rafa Mújica (24, Arouca, Primeira Liga 22-23)"
3146,"Víctor Barberá (18, Barcelona B, Primera División RFEF 22-23)"
3147,"Seung-Min Song (31, Chungnam Asan, K League 2 2023)"
3148,"S. Haugen (25, AGF, Superliga 22-23)"
3149,"V. Muriqi (29, Mallorca, La Liga 22-23)"
3150,"A. Yunanov (30, Shamakhi FK, Premyer Liqa 22-23)"
3151,"M. Minchev (22, Sparta Praha, Czech Fortuna Liga 22-23)"
3152,"S. Cori (34, Alessandria, Serie C 22-23)"
3153,"M. Estrada (27, Cruz Azul, Liga MX 22-23)"
3154,"D. Byrne (27, Stirling Albion, Scottish League Two 22-23)"
3155,"C. Friel (30, Portadown, Northern Ireland Premiership 22-23)"
3156,"G. Miller (24, Doncaster Rovers, League Two 22-23)"
3157,"A. Sirbu (18, Metaloglobus, Romanian Liga II 22-23)"
3158,"J. Wakeling (21, Swindon Town, League Two 22-23)"
3159,"F. Afena-Gyan (20, Cremonese, Serie A 22-23)"
3160,"M. Ziereis (30, Bayreuth, 3. Liga 22-23)"
3161,"S. Anne (25, Excelsior Virton, Belgian First Division B 22-23)"
3162,"Yago Cariello (23, Portimonense, Primeira Liga 22-23)"
3163,"K. Etete (21, Cardiff City, Championship 22-23)"
3164,"Gilson Tavares (21, Benfica II, Portugal Segunda Liga 22-23)"
3165,"Rafael Martins (34, Casa Pia AC, Primeira Liga 22-23)"
3166,"O. Conaty (20, Portadown, Northern Ireland Premiership 22-23)"
3167,"D. Curiale (35, Messina, Serie C 22-23)"
3168,"V. Lysenko (35, Kolos Kovalivka, Ukrainian Premier Liha 22-23)"
3169,"Arthur Cabral (25, Fiorentina, Serie A 22-23)"
3170,"A. Grbić (26, Valenciennes, Ligue 2 22-23)"
3171,"F. Niederlechner (32, Hertha BSC, Bundesliga 22-23)"
3172,"C. Offor (23, CF Montréal, MLS 2023)"
3173,"Angelo Rodríguez (34, Deportivo Pereira, Colombian Primera Division 22-23)"
3174,"L. Jutkiewicz (34, Birmingham City, Championship 22-23)"
3175,"Renan (22, Dornbirn, Austrian 2. Liga 22-23)"
3176,"Toni Martínez (25, Porto, Primeira Liga 22-23)"
3177,"A. Greive (24, St. Mirren, Scottish Premiership 22-23)"
3178,"L. Štor (24, AŠK Bravo, 1. SNL 22-23)"
3179,"D. Arras (25, Gubbio, Serie C 22-23)"
3180,"M. Lowe (27, Accrington Stanley, League One 22-23)"
3181,"L. Lauberbach (25, Eintracht Braunschweig, 2. Bundesliga 22-23)"
3182,"M. Raičević (29, Mornar, Montenegro First League 22-23)"
3183,"A. Villagran (20, Malacateco, Guatemala Liga Nacional 22-23)"
3184,"A. Okladnikov (23, Yenisey, Russian FNL 2 22-23)"
3185,"J. Řezníček (35, Zbrojovka Brno, Czech Fortuna Liga 22-23)"
3186,"P. Abdulla (29, Jönköpings Södra, Superettan 2023)"
3187,"O. Hawkins (31, Gillingham, League Two 22-23)"
3188,"T. Tattermusch (22, Borussia Dortmund II, 3. Liga 22-23)"
3189,"C. Allen (35, Carrick Rangers, Northern Ireland Premiership 22-23)"
3190,"J. Johansson (24, Fremad Amager, Danish 1. Division 22-23)"
3191,"A. Rashiti (24, Kukësi, Albanian Premier League 22-23)"
3192,"D. Rose (29, Stevenage, League Two 22-23)"
3193,"O. Zanzala (26, Newport County, League Two 22-23)"
3194,"R. Loft (25, Bristol Rovers, League One 22-23)"
3195,"S. Long (36, Reading, Championship 22-23)"
3196,"M. Mas (22, Sandecja Nowy Sącz, Polish I Liga 22-23)"
3197,"B. Kadrii (31, OB, Superliga 22-23)"
3198,"S. Kaba (27, Cardiff City, Championship 22-23)"
3199,"Gabriel Barbosa (24, Kukësi, Albanian Premier League 22-23)"
3200,"C. Larin (28, Real Valladolid, La Liga 22-23)"
3201,"K. Laukžemis (31, Banga, Lithuanian A Lyga 2023)"
3202,"A. Arkhipov (26, Kuban Krasnodar, Russian FNL 2 22-23)"
3203,"E. Marzierli (29, San Donato Tavarnelle, Serie C 22-23)"
3204,"Matheus Cunha (24, Wolverhampton Wanderers, Premier League 22-23)"
3205,"Adeeb Al Haizan (22, Al Orubah, Saudi First Division 22-23)"
3206,"C. Bălan (28, PAS Giannina, Greek Super League 22-23)"
3207,"A. Ndour (25, Zulte-Waregem, Belgian Pro League 22-23)"
3208,"M. Schäffler (34, Dynamo Dresden, 3. Liga 22-23)"
3209,"R. Ache (24, Greuther Fürth, 2. Bundesliga 22-23)"
3210,"O. Barzilay (24, Hapoel Rishon LeZion, Liga Leumit 22-23)"
3211,"S. Cortelezzi (28, Bellinzona, Swiss Challenge League 22-23)"
3212,"G. Blanco Leschuk (31, Eibar, La Liga 2 22-23)"
3213,"K. Renton (32, Cowdenbeath, Scottish League Two 22-23)"
3214,"B. Wood (30, New England, MLS 2023)"
3215,"M. Vano (31, Rimini, Serie C 22-23)"
3216,"Dilson (26, Aswan FC, Egyptian Premier League 22-23)"
3217,"I. Gruznov (26, Shinnik, Russian FNL 2 22-23)"
3218,"K. Świderski (26, Charlotte FC, MLS 2023)"
3219,"R. Kharchouch (27, Excelsior, Eredivisie 22-23)"
3220,"D. Bosilj (21, AŠK Bravo, 1. SNL 22-23)"
3221,"C. Doidge (30, Kilmarnock, Scottish Premiership 22-23)"
3222,"Ha Jae-Hyeon (26, Chuncheon, K3 League 2023)"
3223,"K. Lien (21, Mjøndalen, OBOS Ligaen 2023)"
3224,"A. Dereli (30, Altınordu, Turkish 1. Lig 22-23)"
3225,"D. Ortíz (23, Ufa, Russian FNL 2 22-23)"
3226,"P. Gladon (31, Fortuna Sittard, Eredivisie 22-23)"
3227,"S. Coulibaly (28, Karmiotissa, Cyprus 1. Division 22-23)"
3228,"K. Lasagna (30, Hellas Verona, Serie A 22-23)"
3229,"R. Al Salem (25, Al Jabalain, Saudi First Division 22-23)"
3230,"R. König (39, Zwickau, 3. Liga 22-23)"
3231,"E. Giani (22, Fiorenzuola, Serie C 22-23)"
3232,"Matheus Babi (25, Santa Clara, Primeira Liga 22-23)"
3233,"A. Shushenachev (25, Kairat, Kazakh Premier League 2023)"
3234,"F. Peraza (30, UTC Cajamarca, Peruvian Liga 1 2023)"
3235,"B. Faye (20, AS Soliman, Tunisian Ligue 1 22-23)"
3236,"T. Muir (26, Stenhousemuir, Scottish League Two 22-23)"
3237,"E. Ikoba (25, Zalaegerszegi TE, NB I 22-23)"
3238,"J. Ayunga (25, St. Mirren, Scottish Premiership 22-23)"
3239,"K. Tóth-Gábor (21, Pécsi MFC, NB II 22-23)"
3240,"V. Perlaza (28, ADT, Peruvian Liga 1 2023)"
3241,"W. Evans (25, Newport County, League Two 22-23)"
3242,"D. Purkis (27, Glentoran, Northern Ireland Premiership 22-23)"
3243,"J. Stretton (21, Stockport County, League Two 22-23)"
3244,"L. Pavoletti (34, Cagliari, Serie B 22-23)"
3245,"A. Canales (24, Potros del Este, Panama LPF 2023)"
3246,"Y. Sylla (25, Alessandria, Serie C 22-23)"
3247,"V. Miljanić (25, Floridsdorfer AC, Austrian 2. Liga 22-23)"
3248,"M. Finotto (30, Cosenza, Serie B 22-23)"
3249,"P. Mlapa (32, Al Nasr, UAE Pro League 22-23)"
3250,"Jassim Ahmad (27, Qatar SC, Qatari Stars League 22-23)"
3251,"J. Umerah (26, Hartlepool United, League Two 22-23)"
3252,"K. Phillips (23, Morecambe, League One 22-23)"
3253,"M. Grosse (24, Kapfenberger SV, Austrian 2. Liga 22-23)"
3254,"S. Vokes (33, Wycombe Wanderers, League One 22-23)"
3255,"H. Halim (29, Hougang United, Singapore Premier League 2023)"
3256,"M. Dennis (21, Milton Keynes Dons, League One 22-23)"
3257,"M. Fábry (24, Zagłębie Sosnowiec, Polish I Liga 22-23)"
3258,"M. Rajovic (23, Næstved, Danish 1. Division 22-23)"
3259,"Pedro Mendes (23, Ascoli, Serie B 22-23)"
3260,"T. Zajíc (26, České Budějovice, Czech Fortuna Liga 22-23)"
3261,"B. Rusu (33, Mioveni, SuperLiga României 22-23)"
3262,"Manu Barreiro (36, Lugo, La Liga 2 22-23)"
3263,"L. Englund (32, Gefle, Superettan 2023)"
3264,"D. Selke (28, Köln, Bundesliga 22-23)"
3265,"E. Havel (20, Liefering, Austrian 2. Liga 22-23)"
3266,"M. Satriano (22, Empoli, Serie A 22-23)"
3267,"S. Sakuragawa (21, Fagiano Okayama, J2 2023)"
3268,"A. Polidori (31, Viterbese, Serie C 22-23)"
3269,"C. Kavanagh (19, Newport County, League Two 22-23)"
3270,"F. Pierrot (28, Maccabi Haifa, Ligat Ha'al 22-23)"
3271,"Y. Kitala (25, Le Havre, Ligue 2 22-23)"
3272,"N. Bischof (20, Rheindorf Altach, Austrian Bundesliga 22-23)"
3273,"A. Buziuc (29, Mioveni, SuperLiga României 22-23)"
3274,"Eric Balastegui (19, Engordany, Andorra Primera Divisió 22-23)"
3275,"I. Stefanovich (26, Volgar Astrakhan, Russian FNL 2 22-23)"
3276,"Lucca (33, Lamphun Warrior, Thai League 1 22-23)"
3277,"H. Zraibi (25, Ittihad Tanger, Botola Pro 22-23)"
3278,"M. Barsov (30, Neftekhimik, Russian FNL 2 22-23)"
3279,"Pedro Marques (25, NEC, Eredivisie 22-23)"
3280,"P. Chavarría (35, Málaga, La Liga 2 22-23)"
3281,"M. Lepik (22, Kuressaare, Estonian Meistriliiga 2023)"
3282,"G. Bitin (24, Pendikspor, Turkish 1. Lig 22-23)"
3283,"A. Ennakouss (21, Chabab Mohammédia, Botola Pro 22-23)"
3284,"T. Tabatadze (31, Neftchi, Uzbek Super League 2023)"
3285,"J. Martin (24, Dundalk, League of Ireland PL 2023)"
3286,"R. Komatsu (24, Matsumoto Yamaga, J3 2023)"
3287,"B. Šeško (19, Salzburg, Austrian Bundesliga 22-23)"
3288,"D. Fosu (23, Peterhead, Scottish League One 22-23)"
3289,"T. Hopper (29, Lincoln City, League One 22-23)"
3290,"C. Baker-Richardson (27, Crewe Alexandra, League Two 22-23)"
3291,"J. Jenkins (23, Dungannon Swifts, Northern Ireland Premiership 22-23)"
3292,"Cassiano (33, Estoril, Primeira Liga 22-23)"
3293,"K. Appiah (32, Colchester United, League Two 22-23)"
3294,"Y. Minagawa (31, Renofa Yamaguchi, J2 2023)"
3295,"M. Leaburn (19, Charlton Athletic, League One 22-23)"
3296,"Juan Artola (23, Burgos, La Liga 2 22-23)"
3297,"M. McGuigan (34, Stenhousemuir, Scottish League Two 22-23)"
3298,"H. Silveira (29, Cerro Largo, Uruguay Primera División 2023)"
3299,"K. Tagawa (24, Santa Clara, Primeira Liga 22-23)"
3300,"R. Castillo (31, Nantong Zhiyun, Chinese Super League 2023)"
